timestamp,energy_consumption_kwh,water_usage_liters,occupancy_rate_percent,building_size_m2,indoor_temperature_degc,hvac_consumption_kwh,lighting_consumption_kwh,carbon_emission_rate_g_co2_per_kwh,total_energy_load,energy_per_occupant,water_per_occupant,comfort_deviation,energy_consumption_kwh_norm,water_usage_liters_norm,carbon_emission_rate_g_co2_per_kwh_norm,sustainability_score,day_of_week,is_weekend,month
2018-01-11,33603.77065470396,66568.71331668242,55.7864455502214,1128.4304574094851,22.422640851176023,16.300368800343954,10.833243927731385,421.45352798941786,27.133612728075335,591.7568942571886,1172.2641322533505,0.4226408511760233,0.0330622690131005,0.9048002855210662,0.9532320180124628,0.4293654013347012,3,0,1
2018-01-12,34548.71147595589,69517.48101351605,55.81426350789605,1118.849754013282,22.77328720994701,15.783312885746732,11.384908092332438,429.856236981567,27.16822097807917,608.0992578765772,1223.5920475120568,0.7732872099470107,0.0465056825164463,0.9612593161565413,0.9722460575804802,0.401346114872315,4,0,1
2019-01-01,33206.54262826929,69168.82497171046,57.57407897104086,1146.844922823016,22.510688957179266,15.7055996785557,11.093676013459032,439.1707726093206,26.79927569201473,566.9153183729388,1180.877722480411,0.5106889571792657,0.0274110149933998,0.9545837200535716,0.9933234207438708,0.4046634517634073,1,0,1
2019-01-02,32183.35762069352,65101.8480934521,55.29907483217308,1122.1177282165509,22.77335121318273,15.938467531694906,11.133507269682756,422.9938223944149,27.071974801377664,571.6498488941737,1156.3573342460777,0.7733512131827283,0.0128544429436904,0.8767147267076665,0.9567174676204848,0.4448285645240785,2,0,1
2019-01-03,33653.41914647676,68315.80933391006,56.4274672959295,1140.6814594547243,22.48426784716176,15.50801372394411,11.027236188519169,427.4895128931734,26.53524991246328,586.0160778649232,1189.6016410034565,0.4842678471617603,0.0337686044678804,0.9382513259898322,0.9668905245606718,0.4149500030476966,3,0,1
2019-01-04,32465.74566878505,65878.44391893712,55.34075109045675,1165.6251146772672,22.68827217812359,16.343172994629096,11.130543628617415,433.7378626503637,27.47371662324651,576.2391349142707,1169.285865805504,0.6882721781235901,0.0168719001362663,0.891583937174643,0.9810295801472728,0.4314671847489187,4,0,1
2019-01-05,33191.42584191855,67825.69654631527,55.87174351746426,1108.9675502109176,22.603283363655343,15.965832134879165,10.699730729986596,433.9750698145197,26.665562864865763,583.6189254814401,1192.60800445633,0.6032833636553434,0.0271959526263347,0.928867306719896,0.9815663435183826,0.4159915238779825,5,1,1
2019-01-06,33063.432283635724,66916.78074326148,56.68946282052426,1170.85534206819,22.4279916398217,16.169307016542863,10.88336526722992,434.3785502874138,27.052672283772782,573.1277544826211,1159.948064544196,0.4279916398216983,0.0253750234304926,0.9114646116127892,0.9824793578431316,0.4216667997910267,6,1,1
2019-01-07,35357.75706583883,69731.05149934538,55.38064744533902,1133.2489259605925,22.99170892467461,16.034753556458845,10.849487886437482,422.53326681192254,26.884241442896325,627.1257721919234,1236.7905417714396,0.9917089246746116,0.0580157518914205,0.965348476050425,0.9556753010909806,0.4004865661010101,0,0,1
2019-01-08,33506.63616420793,70596.82236206159,55.29195950870828,1116.2416158833933,22.56987284071652,15.7299516097944,11.457145083049966,440.46900191099934,27.187096692844364,595.2295222379761,1254.119113603433,0.5698728407165206,0.0316803632981532,0.9819250899742292,0.9962611142107688,0.3938719934252394,1,0,1
2019-01-09,31500.07645825932,64141.706646163846,54.52439865095229,1132.3763627612282,22.72261864486948,16.00254215703828,11.250909384996248,434.633712724257,27.25345154203453,567.3195428244239,1155.1985830478466,0.7226186448694811,0.0031335895324895,0.8583312319871275,0.9830567512379216,0.4463301692194895,2,0,1
2019-01-10,34370.135036947264,70100.4355775868,56.70031368880196,1146.9578697620743,22.77022546951037,16.2643577632197,11.208935070759672,424.5612760499427,27.47329283397937,595.6663463272914,1214.9056234886875,0.7702254695103683,0.043965124570852,0.9724209446657326,0.9602643744400694,0.4026083544399185,3,0,1
2019-01-11,33384.1354036294,67272.59946542121,54.87720198015351,1123.071433644829,22.712394965084737,15.999032962162584,10.907219773687231,430.5300844918807,26.90625273584981,597.4553882545299,1203.9364370699006,0.7123949650847372,0.0299375786264637,0.9182773490680534,0.9737708709752896,0.4204105025364116,4,0,1
2019-01-12,33116.05288738971,70443.33062691047,55.7978185407594,1138.5931833790396,22.634690430757583,15.814775341489934,11.17483677233825,427.7498005118169,26.989612113828183,583.0514927897254,1240.24711576482,0.6346904307575834,0.026123642306036,0.978986237047125,0.9674795154545104,0.405610817327095,5,1,1
2020-01-01,34009.570783250434,66886.86742568944,55.32443958277069,1140.985052007659,22.97875979722913,16.469543949163,11.506235934841545,430.6276333486872,27.975779884004545,603.8155201397469,1187.5283255574502,0.9787597972291308,0.0388354759749222,0.9108918717136708,0.973991609052125,0.4190007653802924,2,0,1
2020-01-02,33464.979846496935,64778.305948864334,57.293450468194656,1138.3572592839444,22.872513942767405,15.808961499584,11.165846143307848,429.8520642363419,26.974807642891847,574.0778694298715,1111.2450100068766,0.8725139427674051,0.0310877303084241,0.8705199776696995,0.9722366152990812,0.4347379299859961,3,0,1
2020-01-03,32903.04148614027,66231.92770236128,56.17752987034138,1135.7417915370172,22.78418033965005,16.387457048800254,11.307087993004457,424.9055267535521,27.69454504180471,575.4540561782372,1158.355876032982,0.7841803396500495,0.0230931876113922,0.8983519683691377,0.9610433608962068,0.4329441261758397,4,0,1
2020-01-04,32831.713317304806,66811.0757933888,57.19728570028748,1132.058861641033,22.88071328323929,16.012517047103064,11.14670130526944,434.311329356856,27.159218352372505,564.1450958105873,1148.0101690216588,0.8807132832392917,0.0220784213461132,0.9094407156614084,0.9823272472042152,0.4236382426018677,5,1,1
2020-01-05,35368.471628482126,69377.98345413602,55.811354635988366,1104.0086688723277,22.84089526964138,16.114685816630725,11.168963169014232,418.6730523577109,27.28364898564496,622.5599064676626,1221.199246148358,0.8408952696413792,0.0581681850310222,0.9585884048510938,0.946940228813458,0.4050741358882256,6,1,1
2020-01-06,32640.04639026885,68103.36486865835,57.39067449078734,1127.6038098729352,22.70232299513013,15.885546102856315,11.475152455139815,430.20992876987526,27.36069855799613,558.9941660190733,1166.3397530953926,0.7023229951301317,0.0193516286231083,0.934183725620748,0.9730464077608876,0.420090308536266,0,0,1
2020-01-07,34917.56027479294,69165.89346828108,54.5688445611627,1156.38961776586,22.538222370782243,16.630720190748175,11.429465636833424,413.1563156933951,28.0601858275816,628.3657785318965,1244.6883503606518,0.5382223707822433,0.0517531930604499,0.9545275915758672,0.9344567012606602,0.4126034349248618,1,0,1
2020-01-08,35294.92096174259,70220.14816663657,55.53856805282771,1148.305803447891,22.81438365956803,15.937173446727826,11.104521623051763,437.3143343716819,27.04169506977959,624.2627321011068,1241.9866753792785,0.8143836595680298,0.0571217998985477,0.9747130400179268,0.9891225862107432,0.3880005921719798,2,0,1
2020-01-09,32426.517920985512,67710.03102763489,56.403876894179646,1149.829136066164,22.620707744495505,16.119863465104117,10.735608623179424,427.0109496332353,26.85547208828354,564.883761784273,1179.5375973029484,0.6207077444955047,0.0163138177435769,0.9266526992180382,0.9658076094235696,0.4257363803100868,3,0,1
2020-01-10,35606.734148114265,70730.97170354356,53.60963865698,1160.0246754994084,22.82490855171408,16.29237771446021,11.236032228112444,423.25759028150895,27.52840994257265,652.022885039968,1295.2103958758385,0.8249085517140813,0.0615578804508055,0.984493600809651,0.9573143338271646,0.3928344674286331,4,0,1
2020-01-11,33113.58089510042,68285.48949339162,55.8232296555674,1139.7194440167743,22.92424927220972,16.19888881673716,11.17206733473169,431.0928111983057,27.37095615146885,582.7472513586006,1201.7178521407957,0.9242492722097212,0.0260884739507542,0.9376708025370926,0.9750442350620316,0.4157500991399611,5,1,1
2020-01-12,33343.709503004655,66093.74776574763,55.02650465431062,1155.5733366069446,22.66007280646181,16.189059925690287,10.902516704744595,429.75932534831446,27.091576630434883,595.141704961586,1179.6871529564971,0.6600728064618089,0.0293624504426441,0.8957062851290318,0.972026761442653,0.4279351058514369,6,1,1
2020-01-01,50731.585037637225,28783.72349253106,22.483570765056164,993.0867849414408,16.295377076201383,13.412512051307814,11.829096818185246,0.4220970926052296,25.24160886949306,2160.301154589592,1225.6962018468496,5.704622923798617,0.2767349794938116,0.181344212554175,0.000502571600502,0.8347519729560722,2,0,1
2020-01-01,54111.738430114354,31001.08971426146,43.685652417378726,1027.1280021792982,14.210871463621752,15.156551584794292,12.82001477816496,0.3874141021640194,27.97656636295925,1210.9421145895528,693.7593620587893,7.7891285363782465,0.3248234933328094,0.2237993532480904,0.0004240893213701,0.8028035698960381,2,0,1
2020-01-01,64407.992253381366,39354.46454224721,61.84573334640967,1015.7123666297636,13.459324741939543,16.0,13.484952535961424,0.3715311907089416,29.484952535961423,1024.858631187585,626.2074200856708,8.540675258060455,0.4713054682550055,0.3837385189644274,0.0003881487327879,0.6962398123888331,2,0,1
2020-01-01,64801.02542565606,41931.30627772209,75.7737611082835,1005.5461294854932,13.110970182941426,16.0,11.707901694498556,0.5562745508878721,27.70790169449856,844.0517240552953,546.1671497190454,8.889029817058574,0.4768970432368337,0.4330764124316441,0.0008061945753433,0.6790764006031703,2,0,1
2020-01-01,59664.19140527182,39650.29306006466,78.42818860721974,947.114453552205,17.195509238624936,16.0,12.056929479933071,0.4774853447042858,28.05692947993307,751.171497820719,499.1967430623312,4.804490761375064,0.4038167166375567,0.3894026448188435,0.0006279067058828,0.7214641478875594,2,0,1
2020-01-01,63619.44731251495,40550.41996816051,70.60222184805885,1008.5684140594984,15.456421825123092,16.0,12.951960848240695,0.508759444083034,28.95196084824069,888.5121951594815,566.3290736174249,6.543578174876908,0.4600870559823787,0.4066370620076135,0.0006986751882374,0.6937644564482932,2,0,1
2020-01-01,59634.86141700469,34296.29871861138,47.7511157948958,911.8479922318631,16.472981518369068,14.391057364198971,12.706968031704044,0.4681906796481536,27.09802539590302,1223.251210657386,703.4977181425286,5.5270184816309325,0.4033994469509737,0.2868915752385373,0.0006068743067703,0.7523906863560181,2,0,1
2020-01-01,47142.26233080485,23115.966699479093,15.803912383886814,984.5393812074392,16.62419122200195,12.439989943271147,11.488404224001885,0.3138955373717966,23.928394167273037,2805.433714115846,1375.6300420635896,5.375808777998049,0.225670671275052,0.0728256423199196,0.0002577281036664,0.8878067203629034,2,0,1
2020-01-01,60168.56071542362,37148.872592627646,50.09565345902448,1067.8120014285412,15.95420993374545,15.532313758795247,13.11231694587527,0.5020453085118352,28.64463070467052,1177.567104874685,727.0456502218672,6.045790066254551,0.4109922402706502,0.3415088161680208,0.0006834821309108,0.7329454144020604,2,0,1
2020-01-01,65027.25671093217,42377.91678819531,66.73075875253201,1078.2321827907003,10.99498035713476,16.0,13.2667730420013,0.3507176923987534,29.2667730420013,960.0845746985112,625.6820028110357,11.00501964286524,0.4801155735902274,0.4416275087150199,0.0003410509836229,0.6753632026543162,2,0,1
2020-01-01,62629.54974532284,45570.79935177883,77.39731529172185,1017.8556285755872,19.32613324293485,15.2695834927335,11.710487387943775,0.4825335284205669,26.980070880677275,798.8736541841253,581.2801010111981,2.673866757065145,0.4460040552034635,0.5027605218941884,0.0006393299700964,0.6705784223593292,2,0,1
2020-01-01,64770.84721536221,42448.47081157207,75.84687371207421,1025.6633716556678,16.69996877744203,16.0,11.68040187746262,0.3905945631615053,27.68040187746262,842.8559821189627,552.3773285900445,5.300031222557969,0.47646770612847,0.4429783820888573,0.0004312862160034,0.6763900170571537,2,0,1
2020-01-01,64249.44379230227,40113.734056410256,68.39049033340468,1013.0527636089944,16.651062912233876,16.0,12.882436962149631,0.412471872039026,28.882436962149637,925.9113674452952,578.0869087921611,5.348937087766124,0.4690498428500393,0.3982759885679993,0.0004807912050524,0.6927530289280687,2,0,1
2020-01-01,53074.62919124888,30712.801967973388,45.22659578872345,1020.2025428407268,20.547743906454382,12.431544616286605,12.886328948765769,0.4165141999106243,25.317873565052373,1148.1405516820676,664.3967924513596,1.4522560935456177,0.3100688250693122,0.2182796079263454,0.000489938372016,0.8103416060827667,2,0,1
2020-01-01,46497.95024158309,30235.4221108113,20.301151049705147,1123.1621056242643,16.524660198485353,12.51253565590054,11.801632511076631,0.4180483782088964,24.314168166977176,2182.8843959221967,1419.4266798192496,5.475339801514647,0.2165042201642437,0.2091393816517513,0.0004934099818141,0.8505084744442328,2,0,1
2020-01-01,59632.58071779978,32398.843827722696,49.9881840822687,954.530627260263,19.84841498280169,12.373921703784507,13.17558449143083,0.3966673896432644,25.54950619521534,1169.5372524266302,635.4186643605042,2.1515850171983075,0.4033670000698581,0.2505616656532043,0.0004450280893827,0.7633511918492806,2,0,1
2020-01-01,66891.93906509083,38172.15552675531,67.40814577351998,974.82621729419,14.07433839814058,16.0,12.94906328825154,0.5286089389111569,28.94906328825154,977.8358747882324,558.0059961445604,7.925661601859421,0.5066438972434862,0.3611012590005674,0.0007435915456192,0.6887889859387495,2,0,1
2020-01-01,66949.0938599906,38671.88592784724,74.57940826922821,983.8969241897162,18.93489389778421,14.883473554429171,11.908557168293228,0.4711008053304575,26.7920307227224,885.8112995738893,511.672250596229,3.0651061022157897,0.5074570228109884,0.3706694233747986,0.0006134594741161,0.6856323260209302,2,0,1
2020-01-01,67922.98859336003,45486.45721351785,79.79508870215155,1039.0911435888656,14.965468375494147,16.0,12.205528874913991,0.487015043528076,28.205528874913995,840.6821464576382,562.9854232997031,7.034531624505853,0.5213123556688389,0.501145652274906,0.000649470950304,0.6409365207649014,2,0,1
2020-01-01,63607.495484209605,36945.15448658755,63.50976534018935,1011.6126848580502,18.15630224013628,14.645454398133824,13.671551538379571,0.4780923284419754,28.3170059365134,986.0134376365864,572.7063847118175,3.8436977598637223,0.4599170206040607,0.3376082963670648,0.0006292802168322,0.7145619187832066,2,0,1
2020-01-01,52464.30071350512,34496.91631493982,41.15961599591691,1039.3542301871223,20.017374354767718,11.87374094311364,12.935397478609971,0.5065790731265727,24.80913842172361,1244.4207442161285,818.2455058006409,1.982625645232286,0.3013858494642298,0.290732730657218,0.0006937413437263,0.7920177186140247,2,0,1
2020-01-01,47986.43759392071,25318.63560373485,18.773059419985668,962.3131917821256,16.05038011815993,12.06874955203617,11.727791863975195,0.4195187515817797,23.796541416011365,2426.8595251081024,1280.4612106786055,5.949619881840071,0.2376805208615339,0.1149993785822648,0.0004967372108682,0.8702789569174465,2,0,1
2020-01-01,58421.65867556712,33393.7322054036,46.098033806443006,1072.676703857866,17.428482676649473,15.333685949485512,13.031621556587222,0.4432706714718237,28.36530750607273,1240.426700521308,709.0260358349681,4.571517323350527,0.3861395447965405,0.2696104477782525,0.0005504841566481,0.7644959025009135,2,0,1
2020-01-01,57474.41769393741,39548.65692641001,65.79257502145252,1035.7000247046046,19.031782499095943,14.711100295839794,12.94909345686615,0.4915088022483523,27.660193752705943,860.4911200904846,592.1115769785448,2.968217500904057,0.3726634075433183,0.3874566530780086,0.0006596396359262,0.7344997491684921,2,0,1
2020-01-02,66550.81674823412,42748.15898094086,79.56614345156044,937.7130610644006,18.55826576535015,16.0,11.77463136434494,0.4122007002858094,27.77463136434494,826.0394986914959,530.5970616136386,3.44173423464985,0.5017908437425819,0.4487164073506135,0.0004801775850342,0.664524687022273,3,0,1
2020-01-02,62668.50121854984,45795.8855390933,80.28461153265084,1028.0392263184117,20.503651307249086,15.697844295004977,11.655226508061768,0.4961162148445867,27.353070803066743,770.9762036984924,563.401665771605,1.4963486927509138,0.4465582071136978,0.5070701689236428,0.0006700655028095,0.6690546468265852,3,0,1
2020-01-02,67743.87354575902,43993.67021821433,69.48512737961204,1192.6365745327362,19.603985761789783,15.32460012956437,13.63703419566101,0.4921761520940814,28.961634325225383,961.1087624331096,624.1553623259761,2.396014238210217,0.5187641350867482,0.4725637782973181,0.0006611497461043,0.650526867552274,3,0,1
2020-01-02,50761.0413533434,33526.067649201665,42.16889827436565,988.1590696629996,17.615107638265076,13.606895112509877,13.38115350097668,0.3326175538520659,26.988048613486555,1175.870670377661,776.6255102486587,4.384892361734924,0.2771540464061697,0.272144228544902,0.000300093150758,0.807405084928834,3,0,1
2020-01-02,44715.27828255469,25417.660764611523,17.64034067105286,1054.4475298483685,18.83696220541373,10.453873762012709,11.491022514064124,0.387283440485678,21.944896276076832,2398.844477772575,1363.583488797679,3.163037794586266,0.1911426358755181,0.1168953789344195,0.0004237936540651,0.8883471938732472,3,0,1
2020-01-02,53506.53940513888,32127.216867431547,46.26088354657262,967.4199826197092,23.11775889957696,12.576709644673295,12.242892565865622,0.4620129920596701,24.81960221053892,1132.1527527603575,679.7845164230204,1.117758899576959,0.3162134930432803,0.2453609186126806,0.0005928951488159,0.799728458654239,3,0,1
2020-01-02,59801.03236836367,37848.78073115318,62.94728525591827,994.2631779266552,19.96017895924073,14.488570937938157,12.729231059548567,0.4117544662551918,27.217801997486724,935.161393154358,591.8747071072936,2.0398210407592714,0.4057635154313717,0.3549097141354883,0.0004791678259764,0.7310779292390119,3,0,1
2020-01-02,72129.84410285494,43103.39496966268,87.3229459323149,1020.2490855480478,16.547599642146746,16.0,12.98670755353924,0.4567727152551597,28.98670755353924,816.6603065768513,488.0203498046181,5.452400357853254,0.5811621334443839,0.4555179874111943,0.0005810372074542,0.6307054392366519,3,0,1
2020-01-02,66925.65228031165,37490.4578012618,84.83023047684254,964.616526719061,20.07496371521686,16.0,11.972272934743131,0.4260259636485493,27.97227293474313,779.7445248427773,436.7978227831618,1.92503628478314,0.5071235258959349,0.3480490294847937,0.0005114620320932,0.69258244218656,3,0,1
2020-01-02,57413.03523233528,41216.91479185884,65.647048191116,937.6108409017576,22.568863980169667,12.821125156393796,13.065297153064114,0.376677464727702,25.88642230945791,861.4490332369797,618.4357133667178,0.5688639801696667,0.3717901361229161,0.419398206844481,0.0003997939602868,0.7253445453094032,3,0,1
2020-01-02,58115.57964822656,35689.01115310658,51.848843107828415,1000.5116530509794,17.456465203245056,14.65072658413538,13.13367163298518,0.4085075848186545,27.78439821712056,1099.6566098836322,675.3035460074248,4.543534796754944,0.3817850425497335,0.3135573563680597,0.0004718206320935,0.7530772298800605,3,0,1
2020-01-02,37601.98497341909,26628.768722405977,20.56758672625628,1033.1065337260522,22.70564768261965,9.379323029996902,12.462613481447132,0.4102672404136132,21.841936511444032,1743.4488823750787,1234.6661246985154,0.7056476826196487,0.0899437658779244,0.1400840422412676,0.0004758024623746,0.9218545402377376,3,0,1
2020-01-02,56784.14053628637,34208.63682526053,47.43798368572862,968.8650240089704,19.230157686915856,12.933459384070945,12.72070992034588,0.3865114957655601,25.654169304416826,1172.3060337256936,706.2357724716666,2.769842313084144,0.362843024029859,0.2852131434218927,0.0004220468617549,0.7691722333029621,3,0,1
2020-01-02,60429.10118078534,43288.8816464269,71.40788832524802,1015.3649760438304,21.38353773336403,14.335676620299632,13.179045601161867,0.4876303457595453,27.514722221461504,834.5651638029364,597.8475915770138,0.6164622666359705,0.4146988779049216,0.459069436369737,0.0006508632847269,0.6962043589416922,3,0,1
2020-01-02,61354.63432518582,43159.75495756556,78.39116676108867,1005.8663691654392,22.42314475249786,14.187080022718108,12.15691874193742,0.5225255927409925,26.343998764655527,772.8143674953151,543.6342192506874,0.4231447524978584,0.4278661837206901,0.4565970925190808,0.0007298258678011,0.6916554509956594,3,0,1
2020-01-02,63770.19510041671,46339.44131780453,82.62275647584957,1040.675481800032,22.5873316018356,14.913988239802146,12.366639007565334,0.4674269819953901,27.28062724736748,762.5937936981744,554.1486943352251,0.5873316018356007,0.4622317033527749,0.5174774425774136,0.0006051461763065,0.6596825420327739,3,0,1
2020-01-02,61645.97263107525,43176.952377143134,67.3948687730454,1029.7578512718458,18.44701704065448,16.0,12.965418107900476,0.4906754378577148,28.96541810790048,901.3245253183392,631.2893518432962,3.552982959345524,0.4320109737724596,0.4569263655370347,0.0006577538603373,0.6899203746718046,3,0,1
2020-01-02,52098.92929769318,37099.14790031825,49.15362343231431,1031.417275463214,20.16454294258602,12.401391217549218,12.98888630475069,0.4163775660733645,25.390277522299908,1038.7869456332342,739.7102215433357,1.8354570574139792,0.2961878106933413,0.3405567547596398,0.0004896291906329,0.7792109605375817,3,0,1
2020-01-02,40469.44913358457,24739.722024886098,15.872514016037483,983.9307079173504,21.118939854489472,9.428468917636277,11.38823444197157,0.3484616122554997,20.816703359607843,2398.5429257974224,1466.2736093371004,0.8810601455105278,0.1307383908366144,0.103915121413207,0.0003359458208531,0.9164293234951362,3,0,1
2020-01-02,53658.12669250751,33853.611182785346,43.67783281896183,1011.6024968678818,17.499380267668915,13.04080460449421,12.531580046382745,0.4892845600759203,25.572384650876955,1201.001107415719,757.7272451858374,4.500619732331085,0.3183700837419942,0.278415590787818,0.0006546065175932,0.7889309073115789,3,0,1
2020-01-02,60399.7619209481,41864.31003941569,71.19818706409187,992.0030735018288,20.45838972198396,13.965395421816469,13.413802113194528,0.4154357334185216,27.379197535010995,836.5828059827866,579.8526492396804,1.5416102780160443,0.4142814763142574,0.4317936587325092,0.0004874979680257,0.7046030624641364,3,0,1
2020-01-02,64814.42793709863,46374.31033092136,81.09240730211526,1076.6369456501288,20.37814631949946,15.499175285468962,12.307882346740806,0.4722682309922626,27.80705763220977,789.5301169396766,564.9037694832765,1.6218536805005392,0.4770877170856648,0.518145067457429,0.0006161011790409,0.6535365625747931,3,0,1
2020-01-02,67706.09658581592,47543.17391740847,78.98405522365358,961.3495108072268,20.74227332677208,15.19658690012897,12.451848148427516,0.4301087046910778,27.64843504855649,846.4949219753149,594.408145279293,1.2577266732279178,0.5182266926543834,0.5405248924633221,0.000520700647854,0.6303956450048938,3,0,1
2020-01-02,61575.32574539019,37150.82569477541,71.27149213168522,1009.1671002869176,25.168758172802644,14.881949314258565,13.170371704041743,0.4306194871134897,28.05232101830031,852.0001999293768,514.045366976556,3.168758172802644,0.4310058999354234,0.3415462115363007,0.0005218564700061,0.7249772196239386,3,0,1
2020-01-03,51555.72051178546,31347.2316551499,42.23736103928504,1007.5196893238104,21.5668481352662,12.533650235117644,12.974621593027216,0.4379520001342528,25.50827182814486,1192.388232596861,725.0033513069429,0.4331518647337979,0.2884597285072707,0.2304268127342441,0.0005384488205016,0.8153265301306679,4,0,1
2020-01-03,42757.83943036634,25703.05985435584,13.398833964896838,1091.5729382927177,23.334656943015016,9.504647362646905,11.022012999868611,0.4319890665460183,20.526660362515518,2969.534861962185,1785.079258293954,1.334656943015016,0.1632946910035642,0.1223598161528934,0.0005249556178578,0.8978166920673489,4,0,1
2020-01-03,50829.09431345348,29173.74692189637,38.0608860530816,970.0312488523114,21.076933867264867,11.529894247496468,12.387415800679491,0.3999723548285577,23.91731004817596,1301.2785794049712,746.8787800218062,0.9230661327351336,0.278122217176562,0.1888118556549641,0.0004525067178659,0.8319718044175262,4,0,1
2020-01-03,62050.26993890334,41445.23533853545,67.51136710664125,1025.7219417029376,22.57854837124928,13.127862508237005,12.811649004473532,0.4138427238321341,25.93951151271053,905.6930632010176,604.9395463678887,0.5785483712492798,0.4377628005167223,0.4237697810289666,0.0004838932320607,0.6976187775150029,4,0,1
2020-01-03,73579.6737856811,45418.59820194289,86.25143460852202,1005.783731714643,23.600961176693858,15.734354597733743,12.925424618948336,0.5279556994605007,28.65977921668208,843.3061773232371,520.5484403291034,1.6009611766938576,0.6017884620961973,0.4998463793557412,0.0007421133650975,0.6091080673452693,4,0,1
2020-01-03,61614.78158286492,43170.68351750136,81.72255447883516,1068.4315778766174,19.39771833289401,16.0,12.443572382351144,0.3706222228302476,28.443572382351142,744.8365439274395,521.8731915314186,2.6022816671059914,0.4315672272972689,0.45680633785939,0.0003860918781203,0.6902153801598393,4,0,1
2020-01-03,57893.48072954467,36946.72457280976,65.56285477585904,1035.877112789798,24.41560280958947,14.489877177073344,13.68252742613432,0.4455668972189576,28.172404603207664,869.7565770652828,555.0652041175608,2.415602809589469,0.3786253022407788,0.3376383582624848,0.0005556801627521,0.7470916675761172,4,0,1
2020-01-03,59413.680390116846,34983.0039024824,47.95335159175008,998.3652625952952,17.357428271979135,14.112993971594044,12.526793213518546,0.3749360380712573,26.63978718511259,1213.6795226116776,714.6191785646389,4.642571728020865,0.400252765236442,0.3000396808201825,0.0003958533792931,0.7497682336455804,4,0,1
2020-01-03,42897.53750052281,23529.17013877614,17.430665413316593,947.0393239055524,21.44645423187297,10.148797277379462,11.401508802632002,0.3365023565068576,21.550306080011463,2327.5088847051784,1276.6316142756168,0.5535457681270302,0.1652821370747844,0.0807371050177124,0.000308883862356,0.9095733485060656,4,0,1
